0	0.00	잠든 ttx 신 오산 얘기를 좀 해보려고 합니다
3149	3.15	gtx 는 abc 노선이 예정되어 있고 이 중에서 양주 덕정 에서 의정부
8580	8.58	창동 청량리 삼성 양재 과천 금장을 지나 수원까지 가게 되는 도선이
14490	14.49	gtx ce 노선이 줘 신호선 얘기를 좀 해 볼텐데 제가 가끔씩 2통 탄
20010	20.01	25억 이다 라는 자료를 이용해서 gtx 의 위력을 강조하고 하죠
25650	25.65	동탄 같은 경우에는 주 dx a 노선 이구요 오늘 말씀드릴 이 신호선
30990	30.99	도구 영향력이 엄청납니다 일례로 여러분 경기도 군포시 의 주상복합 전용
37410	37.41	8 사가 실거래 13억 이라면 어때요 놀랍죠
41460	41.46	이 동탄 못지않게 놀랍습니다 어떤 분들은 일단 군포 가 어딘지를
45329	45.33	모르겠는데 뭐 대단지 아파트도 아니고 800 세대 규모의 주상복합 이
49980	49.98	주변에 학교도 없구요
51539	51.54	근처에 예정되어 있는 다른 신축 또 없는데 그냥 혼자 있는데 13억 이다
56489	56.49	놀랐는데 알고 보니 뭐가 있다
58440	58.44	바로 앞에 gtx 신호선 금정역 이 들어오더라
61530	61.53	차 그리고 이번엔 의 정보입니다 의 정도 신축이 9억 이다
65189	65.19	아니 이게 뭔일이야 의정부에 뭔일이 있나 하고 봤더니 도 보안 7분거리에
69540	69.54	쥐치 x 시 노선이 들어오더라
71430	71.43	이게 그 먼 일이다 철처럼 부동산 가격의 어마어마 영향을 주는 gtx
76590	76.59	신호선 올해 말 또는 내년 초쯤에 착공이 예정되어 있는 만큼 2021년
82170	82.17	은 쥐 xc 노선의 해다 쥐치 x 씨가 부동산 의 가장 큰 키워드다 라고
88110	88.11	해도 과언이 아닌데요
89250	89.25	그런데 지금 이 덕정 에서 수원까지 가는 노선이 확정 인 줄 알았는데 이
94259	94.26	지치 xc 노선에 추가 정거장을 최대 3개까지 설치할 수 있다면 어떨까요
100710	100.71	그새 곳이 어딘지 굉장히 궁금 하겠죠 자 지난 12월 몇 개월 됐어요
105540	105.54	벌써 gtx 시 노선의 기본계획이 확정이 되면서 국토부에서 공식적으로
111149	111.15	발표를 했습니다 신호선 에 추가 정차역 을 최대 3개까지 설치 할 수
115380	115.38	있게 하겠다
116579	116.58	이건 국토부가 기본계획에 확정하면서 발표를 한 거에요
119969	119.97	당연히 어디에 어디에 과연 추가가 될 지를 놓고 갑론을박을 벌이고 있겠죠
125070	125.07	이런 게 이런 기본 계획이 발표가 되면서 지자체들도 2 gtx 유치에
130470	130.47	총력을 다하고 있는데요
132000	132.00	현재 도전장을 내민 지자체는 왕십리 정자를 주장하는 서울 성동 부인 더
137370	137.37	권력을 주장하는 분이 안양 의 학력 정차 주장하는 의왕시 크게 주장
141810	141.81	하지도 않았는데 국토부에서 먼저 고려해 주고 있는 안산 병점역 주장하는
146610	146.61	화성 신이 오산역 주장하는 오산시 리 지 지역을 주장하고 있는 경기도
151290	151.29	평택에 있습니다
152459	152.46	이외에도 많이 있는데 사실상 지자체가 노력하고 있는 곳들은 이 정도가
156360	156.36	있다 자 오늘은 요 정도만 볼 거예요
158430	158.43	이중에서 기가 막히게 막차를 올라타고 공포의 금정역 처럼 의정부 의
163590	163.59	의정부
164450	164.45	떡처럼 이 근처 부동산에 초대박 호재가 될 그런 정거장은 어디가 될지
169010	169.01	전부다 될 순 없어요 최대 3개까지 라고 했고 이 세계에도 다 채울 지
173690	173.69	안채 올지 몰라요
174920	174.92	한두개 정도만 추가가 될 수도 있습니다 나는 후보들 중에 모두의 부동산이
179480	179.48	생각하는 가장 유력한 후보지는 어디인지 또 이안 사례 만약에 들어온다면
184069	184.07	이 안산 내에서는 상 목수 담아 초지 담 중앙역 이따위 의견이 분분한데
190040	190.04	어떤 것이 가장 유력한 g2 안산 대해서는 사실 제가 어디가 될 겁니다
194720	194.72	라고 예언을 할 수는 없구요
196069	196.07	나름대로 위 력한 곳을 추려 보고 그 근거를 제시해 볼 수 있겠죠 그리고
199849	199.85	더 중요한 건 사실 유력한 곳을 아는 것보다 가능성이 희박한 곳에
204260	204.26	투자하지 않는 거에요
205489	205.49	사실상 가능성이 거의 없는데 그냥 근거 없는 소문에 속아서 투자 하는게
210019	210.02	가장 안 좋거든요
211280	211.28	그중에서 거로 는 말이 되지만 실질적으로 가능성이 희박한 곳은 어디인지
216019	216.02	그건 알아야 돼요 유력한 곳은 몰라도 긴박한 곳은 알자
219349	219.35	적외선 어른이 쥐치 xc 노선 추가 정거장이 나름대로 유력한 곳과 더
224239	224.24	중요한 희박한 곳은 어디고
226790	226.79	그 근거는 무엇인지 말씀드리려고 합니다
229940	229.94	좋아요 눌러주시면 여러분 집앞에 gtx 들어가라고 기도했지만 해
241090	241.09	안녕하세요 모두의 부동산입니다
242860	242.86	오늘 주제는 이거예요 듀티 xc 노선에 3개의 정거장이 추가될 수 있는데
247930	247.93	반드시 추가 된다는건 아니고 추가될 수 있는데 추가가 된다면 어떤
252730	252.73	정거장이 추가될 가능성이 큰 야 하는게 이걸 예상해 보는 게 오늘의 주제
258010	258.01	구요
258489	258.49	일단 오늘은 왕십리 인덕원 의왕 안산 경 점 오산시 제 까지만 고려합니다
264669	264.67	이중에 최대 3개 라는 거죠
266710	266.71	최대 3개 가 아닐 수도 있어요 먼저 전제로 할 것은 무엇이냐 예상을
272050	272.05	하는데 있어서 옳고 그름을 따지지 않을 거예요
274930	274.93	어디에 추가되는 것이 옳다 그르다 어떤 게 정의가 이런건 없어요 사실
279490	279.49	전어 로지 가능성 만을 볼 거에요 이게 옳습니다 멀지 않습니다 이런
284020	284.02	얘기는 많이 하지 않을 거예요
285430	285.43	실질적으로 어떤 정거장의 gtx 가 추가될 가능성이 얼마나 있는지를 보는
290620	290.62	거에요
291250	291.25	오로지 투자 관점에서 오는 겁니다 자 그리고 이 생각하시는 분들이 있죠
295120	295.12	얼마전에 제가 쥐치 xd 를 주제로 김부선이 다 국토부에서 아무 얘기도
299889	299.89	없는 곳에다가 투자하는 건 이렇게 위험성이 있다라고 이 영상에서 말씀드린
305110	305.11	적이 있는데 지금이 지치 sd 라는 엄연히 다른 게 ht xd 는
309270	309.27	국토부에서 아무런 언급을 하지 않았는데 언론과 투자자들이 자기들끼리 그냥
315190	315.19	예상을 해서 위치 xd 가 뭐 이렇게 들어올 것이다 라고 예상을 한 게
319630	319.63	소문이 나서 투자금이 들어간 거구요
322270	322.27	그러니까 사실 국토부는 주치 xd 를 설치하겠다고 아무런 언급도 한 적이
325930	325.93	없어요
326530	326.53	그런데 지 칙스 신호 선에 정거장을 추가할 수 있다라는 얘기는 단순
330940	330.94	소문이 아니고 국토부에서 기본계획을 확정 하면서 발표를 한 거예요
334930	334.93	엄연히 다르죠 그때 쥐치 xd 같은 경우에는 될지 안될지 가 문제였다면
338830	338.83	신호선 추가 정거장은 어디에 추가될 찌가 지금 가장 큰 관심사 에요
343449	343.45	않아도 이중에 될텐데
345190	345.19	관심이 있는 분들은 여러 기사를 보셨을 겁니다 어떤 기사에서는 왕십리역
350050	350.05	2 어렵다
350740	350.74	어떤 기사에서는 왕십리 가 유력하다 중구난방으로 뭐 주장을 하죠 그래서
354760	354.76	뭘 믿어야 될지 감도 안오고
357639	357.64	근데 일단 여러분은 뭘 먼저 보셔야 되냐며 는 국토부가 기본 기획을
361539	361.54	발표하고 이 세계의 정거장을 추가할 수 있다고 발표를 했을 때 못 받은
366430	366.43	조건이 있어요
367479	367.48	3개의 정거장을 추가를 핫 핫 이런 조건들을 지켜라 라고 못박은 조건이
374050	374.05	있습니다 이 조건만 봐도 어디가 될지 확신할 순 없지만
377830	377.83	어디가 안 될 지 이중에 어딘 확실하게 안되겠다 라는 걸 알 수가
381820	381.82	있습니다
382360	382.36	국토부에서 못 박은 조건이 네 가지인데 첫 번째 표정 속도를 80km
386979	386.98	퍼가 우월을 유지를 해야 된다 이건 뭐냐면 은 기존 확정되어 있는 쥐치
391060	391.06	x 신호선 이렇게 생겼어요
392740	392.74	여기에다가 요사이 사이에 왕십리 인덕원 의왕 이런 곳들이 추가를 주장을
398050	398.05	하고 있고 그 다
399070	399.07	아 미안 사는 금정 해서 이렇게 빠져서 따로 지선 으로 안 상까지
403630	403.63	가겠다는 거예요
405070	405.07	요 안산 이렇게 금정 해서 금정 보이죠 이렇게 빠져서 그 다음 요 수원
409000	409.00	밑으로 수원 밑으로 병 점 오산 뭐 진짜 이런 것들을 연장을 해 달라
413650	413.65	요청을 하고 있는거구요
415150	415.15	서 크게 보면 기존의 쥐 gx 신호선 사이사이에 설치하려고 하는 곳들은
419890	419.89	왕십리 인더 번 의왕 이런 것들이 있는거고 이외에 따로 지선을 빼거나
424960	424.96	연장을 해서 정거장 을 추가하게 따라 고 주장하는 것들은 안산 병점 오산
430150	430.15	지지 이렇게 내규 내가 있는거죠 총 7곳에 후보가 있는 셈인데 어디에
433900	433.90	추가를 하든 2 전체 gtx 노선 의 표정 속도 이 표정 속도라는 것은
439480	439.48	h x 의 최고 시속은 160 멋있다 172 다 이런 얘기를 해요
443890	443.89	이거는 표정 속도가 아니고 그냥 순간적인 시소 지구요
447250	447.25	덕정 에서 수원까지 갈 때는 처음 출발해서 는 천천히 가다가 속도가
451420	451.42	붙었다가 의정부역 가까이 오면 가 속도를 줄여 이다가 멈추게 쬲 정차했다
456670	456.67	좀 쉬다가 다시 가죠 이런거를 다 고려해서 2 전체 거리를 얼마만큼
461500	461.50	1시간만에 갔느냐
462910	462.91	전체 구간의 거리를 시간으로 나는게 이제 표정 속도입니다 바니 정차를
467680	467.68	하면 표정 속도는 내려가 겠죠 만약에 한 번도 정찰을 안 하고 쭉 간다면
471400	471.40	표정 속도는 매우 빨라 지겠죠
473080	473.08	무슨 말씀인지 에 가시죠 표정 속도를 80km 퍼 오어 이상을 유지 해라
