0	0.00	여러분 안녕하세요 모두의 부동산 입니다 오늘은 앞으로 분양할 탄지
3030	3.03	10곳을 무려 열 곳을 여러분들께 소개해 드릴 텐데
6509	6.51	여러분 여러분은 어떤 분양 단지가 뜨길 기다리나요
9570	9.57	여러분 아마 이런 분양 단지를 원 아실거예요 첫째 과천 처럼 감 일 처럼
14160	14.16	분양가 상한제 뜨려 맞고 당첨되는 순간 시세차익이 뭐 치뤄 8억 씩
18720	18.72	발생하는 그런거 맞죠
20670	20.67	이제 분양가 상한제가 워낙 일반화해서 이런 시세 차에 더 이상 특별하지도
24960	24.96	않은 시대가 되게 했어요
26340	26.34	이건 만든 그렇게 특별하지 않아 이 조건까지 만족하는 그런 단지를
30300	30.30	원하시죠
30750	30.75	어떤 조건 수도권 전체의 골고로 분양되는 단지 당해 마감
35219	35.22	듣기만 해도 기분 나쁘지 않아요 이런건 싹 빼고 서울 경기 인천 9분
38969	38.97	없이 모두 당첨 다니는 그런 단지 그런 단지로 원하시죠
41910	41.91	셋째 그러면서도 좀 빨리 분양하는 곳 나중에 언젠가 분양합니다
45629	45.63	3년안에 언젠가 분양합니다 이런거 말고 적어도 6개월 안에 좀 분양 하는
49320	49.32	곳을 알고 싶은데 제가 여러분 마음을 너무 잘 안나요
52320	52.32	오늘 여러분들께 그런 짓 을 시세차익이 매우 크면서 서울 경기 인천 모두
57480	57.48	기회를 주고 지금으로 부터 6개월 이내 조금 밥 먹기 먹다 보면 분양
62340	62.34	근거 또는 그런 단지 등 이 세가지 조건을 빠짐없이 모두 만족하는 곳들만
67140	67.14	선별해서 10개의 요 10개 단지 를 정리해서 어디어디가 있는지
71520	71.52	여러분들이 어떻게 준비를 하셔야 되는지 말씀드리겠습니다
75150	75.15	10개 중에 7단지 는 정말 분양이 얼마 안남았어요
78509	78.51	한두달 내에 해요 이미 공부가 뜬 곳도 있고요 여러분 하나라도 놓치지
81930	81.93	않을 수 있도록 꼼꼼히 보시고 기회를 허무하게 날려 버리지 않으시기를 수
85860	85.86	망합니다 좋아요 먼저 한번 꼬 눌러 주시고요
88590	88.59	오늘 좋아요 모양이 좀 이상하네요 끝까지 시청 하시면서 차기 저녁 시장의
92280	92.28	대세가 될 단지들이 어떤 것들이 쭉 예정되어 있는지 함께 알아보겠습니다
104830	104.83	모두의 부동산입니다
106330	106.33	오늘은 지금으로 부터 6개월이내에 분양 예정인 10개 단지 를 소개해
110290	110.29	드릴 텐데 일단 모두 수도권 이며 10대 잔치 모두 시세차익이 최소 6억
114940	114.94	예상됩니다
115690	115.69	요즘은 t 3차의 길고 김연아는 것도 아니죠 원래 이렇지 않았어요
119260	119.26	최근 이렇게 된겁니다 흔히 말하는 옷도 그냥 단지 드린 거죠
122470	122.47	로또 라는 말을 싫어하시는 분들도 많던데 이게 로또 인데 어떡합니까 뭐
125650	125.65	또 1등 당첨금이 다 비슷한데 원래 이렇지 않았다고 요 블랙과 사람들은
129340	129.34	쎄게 때리면서 이런 약간은 이상한 현상이 발생하는 거에요
132520	132.52	어쨌든 당첨자는 싸게 분양 받으니까 좋은 거죠 1번은 요즘 분양가 상한제
136630	136.63	때문에 워낙 많아서 이제는 그러려니 그냥 합니다
139750	139.75	자 그래서 이것보다 더 중요한 건 뭐예요 내가 전 약할 수가 있느냐가
142660	142.66	중요한 테
143230	143.23	서울 전기 이전 모두 기회를 주는 단체들 마지막으로 이 두 조건을 모두
147640	147.64	만족하면서 앞으로 6개월 이내에 분양 예정인 것들 이 세 조건을 다
151600	151.60	만족하는 단지가 앞으로 10개나 있다는게 좀 신기하기도 해요
154690	154.69	이렇게나 많다 고 생각보다 되게 많죠 우리 10개 단지를 말씀 드린다고
158200	158.20	했는데 지역을 5 역의 분포되어 있습니다
161410	161.41	화성의 동탄 2신도시 그리고 수원 광교신도시 사천의 과천 지정 탑
166060	166.06	1070 정보 타온 그리고 서울시 강동구 고덕 강일지구 마지막으로 서울
170110	170.11	송파 고 부 길에 이렇게 5개 지역을 볼 거예요
173080	173.08	순서는 이렇다 동탄 2신도시 에서 분양하는 단지를 먼저 쭉 보고요 그
177070	177.07	다음에 광교신도시 그다음 같 전치 전부터 화청지 종탑 그냥 끝날 거
181000	181.00	아니에요
181660	181.66	아직 안 끝났습니다 다음에 강동구 고덕 강일지구 제가 최근에 영상 많이
186280	186.28	올렸죠
187209	187.21	마지막으로 소파 고국이 때까지 이 순서로 차례차례 볼게요
190600	190.60	이렇게 5 지역에서 10단지 가 이 어려운 조건을 맞춘 되는거예요 첫번째
195519	195.52	동탄 2신도시 먼저 보겠습니다
197709	197.71	동탄 2신도시 에서 이 조건을 만족하는 무조건 빨리 오세요 여러분
201850	201.85	시세차익도 크면서 서울 경기 인천 다 된다 이 조건 이 조건 만족하는
205450	205.45	단지가 앞으로 6개월이내 이렇게 있느냐
207880	207.88	세금 되십니다 3군데 여기 지금 남은 네 벌의 청약 기회를 잡아 예전에
211600	211.60	올렸던 영상인데 4단지 가 있는데 아까 그 조건 이 조건을 충족하는 곳은
216130	216.13	살 곳이에요
216880	216.88	잘볼게요 이렇게 내 단지가 있어요 앞으로 분양을 단지들이 내게 음향
220269	220.27	단지가 있는데 이 a 59
222549	222.55	팽 테 리 움 은 올해 1 12월 쯤에 분양을 할 것 같은데 아니면 얘는
226299	226.30	넘어갈 수도 있구요
227170	227.17	여기에는 어떤 조건을 만족 못하면 이 조건을 만족 못해요
230470	230.47	요건 되는데 1번을 만족 못해서 뺐습니다 그래도 혹시 모르니까 표시만 해
234099	234.10	놨어요 그냥 올해 소개해드릴 단지는 요 3개 단지 어
236830	236.83	대부분 1 내년 4월 안에는 다 분야 할 예정이에요
239950	239.95	어떤 아바타 있어요 대방 dm 2차 여기는 대부분 아시죠 여기 뜰 때 또
243670	243.67	한번 시끌시끌 할 겁니다
244930	244.93	병원 앞 되어왔던 지라 그 다음에 이제 대방이 차에 조금 준하는 그런
248230	248.23	단지가 c14 블로
249760	249.76	여기는 보통 신혼 희망 타운으로 알고 계신데 신원 희망 타운 도 하고
253120	253.12	공금 분양 물량도 일부 있어요 80 3대 얼마 없죠
256989	256.99	물리 한테 적어요 나머지 전부 다시 네타 예요 하지만 신이 타막 있는건
260919	260.92	아니다
261489	261.49	이 둘의 비해서 약간 입지가 떨어지는 것이 c2 팬트리 왜 있지가
265390	265.39	떨어진다고 하는 거냐
266350	266.35	1 동탄 역에서 조금 뭐 이거든요 좀더 크게 한번 볼게요
269620	269.62	이동 탄력을 정말 이 동탄 2신도시의 팩입니다 해 이 동탄 2신도시
273190	273.19	에서는 동 탄력과 얼마나 각각 내가 가장 중요해요
276400	276.40	대방 같은 경우에는 도보 분이죠 74 블럭은 도보 7분 이 줘 c2 펜
280660	280.66	터 리 움 은 도구 23 분이죠
282400	282.40	여긴 b 역세권이 줘 b 역세권 이지만 연이가 동탄 테크노밸리 했읍니다
286390	286.39	동탄 테크노벨리 안에 들어가 있는 것이라서 일자리나 매우 풍부하다
290950	290.95	직주근접 이 매우 훌륭하다 라는 장점이 더 있어요 그래서 20초도 24
295150	295.15	에 비해서 크게 밀리는 있진 아니에요 물론 gtx 동탄 적 열심히
298780	298.78	중요하지만 일자리 라는 거 절대 무시할 수 없습니다 여러분이 아마 다들
302590	302.59	아시는 대방이 차는 조정 면적이 84 부터 101 까지 나오는데 제가 이
307750	307.75	101만 빨간 글씨로 떠났죠
309700	309.70	빨간 될 수도 선언 이유는 거에요 전용 85 초 가니까 오늘 제가
313030	313.03	말씀드리는 것은 다 투기가 해주셔서 전용 85제곱미터 초가 하는 편 형이
316660	316.66	있어야 내가 추첨제 로 나옵니다
319150	319.15	이거 없으면 닫았던 죄밖에 없어요 이 아파트는 추천 있죠 그래서 적합
323170	323.17	점잖아 1주택자가 전 약이 가능하다
325960	325.96	나머지는 불가능 거다 전용 85제곱미터 초과 하는 평형이 없으니까요
330220	330.22	저것 좀 자 1주택자 는 어딜 전역하면 되어 대방 2차 여기를 연락하시면
334300	334.30	됩니다
335020	335.02	나머지는 보실 필요가 없죠 파서 4 거주하지 않아도 70% 에 물량을
339760	339.76	배정해 줍니다
340360	340.36	수도권의 난 거주하며 화성 당해 30% 가 경기도 20% 나머지 서울
345100	345.10	인천 까지 포함한 수도권 50%
347410	347.41	이렇게 배분한다 분양 시점은 거의 4월쯤 내년에 거의 다 분양할 것 같고
351820	351.82	내년 4월 2월 이렇게 분양 할 것 같아요
354760	354.76	대방 같은 경우는 거의 4월로 걱정이 됐어요 또 이루어질 수도 있겠죠
358150	358.15	토렌트의 대박 몇번을 이런건지 아직도 방심할 수 없습니다 또 밀 수도
361870	361.87	있어요
362350	362.35	그만좀 이루길 바라봅시다 다같이 이렇게 동탄 2신도시 를 봤구요 그
365830	365.83	다음으로 볼 것이지 강교 오신 것입니다
367720	367.72	광교신도시는 2봉 탄 2신도시 보다 약간 위쪽에 이렇게 광교 호수 공원을
372490	372.49	끼고 있죠
373240	373.24	여기에는 1단지 가 있는데 광교 c6 뿔로 제가 따로 영상도 만들어
376840	376.84	줬으니까 고정 댓글에 달아 드릴께요
379150	379.15	이 단순히 제 수원의 대장 자리까지 노려볼만한 저는 조금 어렵다고
382840	382.84	봅니다만 확실한건 수원에서 탑 쓰리 아내 뜬다
385810	385.81	결국엔 수원 탑스 리는 다 관계에 있는 아파트가 될 거구요
388960	388.96	강교 주문 s 클래스 와 더불어 수원의 탑 수리를 차지할 그런 단지가
393280	393.28	뜹니다 그리고 편지에 청약 당첨 시세차익 은 수원 역사상 역대 최고 수준
398050	398.05	약 1억 정도가 예상된다 고 제가요 영상에서 자세히 말씀을 드려요 어떻게
402729	402.73	8억 2 나오는지 고정 댓글 참고하세요
405100	405.10	단계 c5 플로 입지가 어떤지 간단히 보겠습니다 여기에 여기에 광고 중
409180	409.18	악력 바로 앞이 줘 붙어 있죠
410979	410.98	이 단지의 특장점 1 신군 당선과 1분거리 다 이 신분당선이 어떤 노선이
415390	415.39	냐
415960	415.96	제가 영상에서 여러분 말씀을 드렸었는데 이름부터 구어서 를 포함한 수도권
420340	420.34	지하철 모든 노선 중에 최고의 도선이 무엇이냐
423250	423.25	우리집 앞에 지하철이 1 말이 있다면 어떤 노선이 존재하는게 가장 좋으냐
426940	426.94	라고 했을 때
427930	427.93	1 뽑을 수 있는 게 뭐가 있어요 신분 낭송 이라고 했습니다
431160	431.16	왜 그러느냐 이 노선은 양재 강남 신논현 논현 신사 용산 판교 정자 이
439200	439.20	모든 정거장을 진행하는 유일한 조선은 이 신분당선 밖에 존재하지 않기
443610	443.61	때문이에요
444150	444.15	이게 북쪽에서 남쪽으로 뻗어 일때는 정 때문에 이런 특징을 나타내는
447570	447.57	거에요
448050	448.05	이보다 완벽한 요소는 없다 라고 저는 봅니다 그런 신분당선이 집에서
452400	452.40	잃어가는 10초 거리에 있다는거
454200	454.20	그 다음 두 번째 특장점 볼까요 광교호수공원 있죠
457260	457.26	광교 속이는 까지 도보 10분 정도면 도착합니다 아 거기 중앙 s 클래스
461160	461.16	지금 전용 8 사가 10 유럽을 넘었어요
463560	463.56	이 호수공원 근처 아파트들은 다들 가격이 장난 아니죠 광교호수공원
466710	466.71	사진인데 그냥 한번 보고 가시구요
468750	468.75	낙과 아 자 그 뿐이냐 세번째 장점 일자리가 매우 풍부하다
473310	473.31	경기도청 경기도의회 한국은행 경기본부 경기도교육청 남부 청사 경기도시공사
479490	479.49	뭐 뭐 해 가지고 들어오는 게 되게 많죠
482100	482.10	이게 경기 음악 타원 인데 한국은행 경기도본부 경기도시공사
487350	487.35	경기도교육청 신청사 도서관 인데 경기서 원 이라고 해요
490950	490.95	경기도를 대표하는 도서관이 또 광교에 들어옵니다 그리고 경기도청 까지 다
495210	495.21	어디에 들어오는 야
496500	496.50	여기에다 들어와요 일자리가 엄청 많겠죠 편리하기도 하고 관공서와 도서관이
500310	500.31	가까운 편리 하잖아요 편리하기도 하고 일자리도 너무너무 많고 일자리
503940	503.94	열기만 했느냐 쪼끔 많이 올라가 7분거리 만 가면 광교테크노밸리 했습니까
508260	508.26	1만 개의 일자리가 있는 곳이에요
510030	510.03	대형 일자리 줘 그고 원래 감겨 가 뜬 이유가 이 호수 하고 때문이에요
513690	513.69	삼성전자 점이 들어가면 삼성전자 수원사업장 했죠
517500	517.50	일자리 약 5만 개의 의 수호 를 먹여 살린다고 편하죠 삼성이 어떻게
521520	521.52	일자리가 응 업타운 테크 러블리 삼성 까지 신부 장선 타면 아까 말씀드린
526410	526.41	정자 판교 양재 강남 추는 문현 친 4
529530	529.53	용산 이런곳에 수두룩 빽빽 하구요 그래서 히 3차 에긍 전형 8 싸게 준
533640	533.64	각지 가 15억 분양가가 7억 이라 8억 에 나온다
536940	536.94	더 자세한건 관계시 흘러만 따로 다룬 영상을 참고 하시기 바랍니다
541170	541.17	자 광교신도시 까지 봤으니 이제 또 1 올라갈까요 과천 지정 타 그
545040	545.04	유명한 1020 년 천 역시 장의 메인이벤트 였죠
548070	548.07	1교 s4 라베 no 애쓰고 대시 양 s15 로투스 2세라는 지분 양은
553110	553.11	정말 시끌시끌 했어요
554370	554.37	역대 이렇게까지 흥행할 전 약은 없습니다 단언컨데 없어요 이건 끝나는
558120	558.12	걸었죠 끝나지 않았습니다
559620	559.62	판단 제가 나왔어요 1단지 마지막 1단지 와촌 지정 타 의 s 사와 대장
564360	564.36	자리를 놓고 다툴 만한 그런 위치에 x 8
567900	567.90	8번의 공공분양 으로 분양해요 공공분양 인데 소득 조건 없고 자산 조건도
572730	572.73	없다고 했어요 왜 모든 평형이 60.1 m 이상의 되서 여기도 갖춘
576690	576.69	30% 기타 경기도 20% 기타 수도권 50% 이렇게 분배 를 합니다
582450	582.45	간간하게 입지를 한번 볼까요 너무나 엑소가 아니 어울린 라비 엔 5s
586440	586.44	4s 5 5s 1 2 3단지 가 있기 때문에 여기가 좀 비교를 하면
591660	591.66	됩니다
592350	592.35	거의 지금 허리가 된게 라벤더가 16 어 어때 시향 이하 15.5
596190	596.19	오르트
596490	596.49	수고하시고 먹고 15 16 선으로 많이 말씀을 하시죠
599910	599.91	여기는 분양가를 8억 엔 아서 힐러 짜리 아파트를 바르게 되면 받으니까
603540	603.54	파라오 차익이 다 이랬었는데
605370	605.37	그에 비해서 어제 지정 타 s 팔은 어떤지 한번 볼게요
608399	608.40	자이라 bn 와 비교 한번 해봅시다 s 사와 s4 보다 어떻게 것도
612420	612.42	괜찮아요
613200	613.20	위치가 일단 지하철 귀걸이 한번 볼게요 지하철 어 s4
616800	616.80	라비 에서 가깝죠 s8 각각 좀 비슷합니다
619800	619.80	실제로 이 두 단지가 가천 지정 터에서 지하철역이 가장 가까운 2단지
624029	624.03	에요
624420	624.42	다음 중심상권 도 딱 두 단지의 가운데 있어요 똑같죠 이것도 우열 가리기
629100	629.10	힘들어 너 일자리 보겠습니다
631050	631.05	뭐 지하철을 이용하고 올라가거나 내려가서 이용하는 일자리 는 똑같게 찜한
636060	636.06	먹는 차이가 있냐
637410	637.41	해보시면 지식 기반 뭐 산업용지 라고 되어 있죠 가천 지식정보 타오는
641070	641.07	일자리 그 이기 때문에 2만개의 일자리가 들어오는 아주 상단에 큰 일자리
645630	645.63	고용 입니다 그래서 일자리가 어디에 취약해 중요한데 일자리가 보시면 약간
651240	651.24	이렇게 해도 국소 쪽에 전반적으로 예치하는 걸 보실 수가 있어요
654839	654.84	이런것도 조금씩 있긴 한데 대부분의 북서쪽에 위치 를 한다
658709	658.71	그래도 둘다 가깝게 한데 이 일자리 구역은 어디서 가깝다
